,Date,Name,Tweet Processed,Language
33,2021-08-13 15:26:53,Rasmus Jarlov,"['svært', 'ved', 'forstå', 'lomborg', 'andre', 'klynger', 'beregninger', 'klimaet', 'betyder', 'bnp', 'handler', 'økologisk', 'katastrofe', 'arktis', 'ødelagt', 'andre', 'dele', 'verden', 'golde', 'dyrearter', 'uddør', 'bnp', 'helt', 'ærligt', 'sekundært', 'sammenhæng']",da
34,2021-08-13 10:44:37,Rasmus Jarlov,"['altid', 'brokker', 'politikere', 'vild', 'dans', 'burde', 'sende', 'stor', 'tak', '2015', 'gjorde', 'så', 'dårligt', 'siden', 'inviteret', 'nogen', 'politikere', 'tak']",da
35,2021-08-12 09:51:38,Rasmus Jarlov,"['vesten', 'redder', 'æren', 'ved', 'evakuere', 'mikroskopisk', 'antal', 'afghanere', 'forstår', 'overlader', 'landet', 'islamisk', 'stats', 'stenende', 'burkakrævende', 'håndafhuggende', 'folkemyrdende', 'fætre', 'spilder', 'to', 'årtiers', 'indsats', 'burde', 'fortsat', 'hjælpe', 'regeringen']",da
36,2021-08-11 21:01:23,Rasmus Jarlov,"['så', 'plat', 's', 'kbh', 'ved', 'hvert', 'kommunalvalg', 'forsøger', 'gøre', 'slagnummer', 'legalisere', 'hash', 'kommunalbestyrelsen', 'nul', 'sige', 'spørgsmål', 'får', 'lige', 'så', 'lidt', 'legalisering', 'hash', 'stemme', 'hæstorp', 'jakob', 'næsager', 'k']",da
37,2021-08-11 11:33:21,Rasmus Jarlov,"['hver', 'dag', 'twitter', 'slået', 'folk', 'kan', 'selvopfattelse', 'strider', 'så', 'imod', 'måde', 'reelt', 'opfører', 'to', 'tweets', 'skrevet', 'times', 'mellemrum']",da
38,2021-08-11 09:01:32,Rasmus Jarlov,"['tænk', 'partileder', 'mener', 'egne', 'udvalgte', 'vælgergrupper', 'særlige', 'rettigheder', 'forhold', 'andre', 'mennesker', 'så', 'kæmper', 'rimelighed', 'blot', 'stemmer']",da
39,2021-08-10 18:22:22,Rasmus Jarlov,"['demokratiet', 'fungerer', 'dårligt', 'støttepartierne', 'lader', 'behandle', 'dørmåtte', 'dermed', 'giver', 'regeringen', 'lov', 'gøre', 'passer', 'sag', 'godt', 'enhedslisten', 'kun', 'tomme', 'tønder', 'generelt', 'demokratisk', 'problem']",da
40,2021-08-10 15:08:58,Rasmus Jarlov,"['gøre', 'kriseramte', 'danske', 'hoteller', 'lille', 'tjeneste', 'stor', 'værdi', 'lader', 'bruge', 'bookingplatforme', 'booker', 'direkte', 'så', 'sparer', '2025', 'kommission', 'kan', 'ofte', 'få', 'bedre', 'aftale']",da
41,2021-08-09 12:52:59,Rasmus Jarlov,"['klimaudviklingen', 'dybt', 'alvorlig', 'svært', 'optimist', 'gøre', 'kan', 'reducere', 'danmarks', 'udledninger', 'hjælper', 'desværre', 'så', 'godt', 'ingenting', 'så', 'længe', 'kina']",da
42,2021-08-08 11:19:09,Rasmus Jarlov,"['gode', 'takter', 'nye', 'borgerliges', 'økonomiske', 'udspil', 'skatten', 'udgifterne', 'enig', 'interessant', 'høre', 'præcis', 'fyres', '100000', 'offentligt', 'ansatte', 'reel', 'plan', 'blot', 'slogan', 'flere', 'detaljer', 'bordet']",da
43,2021-08-08 09:59:42,Rasmus Jarlov,"['unuanceret', 'forsimplet', 'kræve', 'afghanske', 'tolke', 'ansatte', 'danmark', 'tidligere', 'fået', 'afslag', 'fordi', 'radikale', 'viste', 'forbindelser', 'taliban', 'vurderes', 'individuelt', 'lige', 'altid', 'gør', 'fair', 'behandling']",da
44,2021-08-07 15:07:51,Rasmus Jarlov,"['50', 'lyngby', 'esbjerg', 'førsteplads', '1', 'division', 'tre', 'runder', 'gerne', 'set', 'ser', 'rigtig', 'fornuftigt', 'forstærkninger', 'holdet', 'fået']",da
45,2021-08-07 13:52:14,Rasmus Jarlov,"['netop', 'hjemvendt', 'forsøg', 'se', 'dagens', 'vigtigste', 'sportskamp', 'lyngby', 'esbjerg', 'ved', 'indgangen', 'beder', 'coronapas', 'så', 'må', 'tage', 'hjem', 'igen', 'finde', 'informationen', 'fodboldklubbernes', 'hjemmesider', 'nyhederne', 'berettet', 'kravet', 'ophævet', 'træt', 'regler']",da
46,2021-08-06 13:24:22,Rasmus Jarlov,"['ja', 'fuldstændig', 'enig', 'godt', 'indlæg']",da
47,2021-08-05 11:05:31,Rasmus Jarlov,"['nordmænd', 'forsøger', 'belære', 'danskere', 'dansk', 'geografi']",da
48,2021-08-04 12:39:56,Rasmus Jarlov,"['sf', 'nedsætte', 'lønkommission', 'konkludere', 'kvinder', 'får', 'lidt', 'løn', 'forhånd', 'afsat', 'penge', 'understøtte', 'konklusion', 'lyder', 'mest', 'saglige', 'tilgang']",da
49,2021-08-04 12:12:10,Rasmus Jarlov,"['søn', 'fars', 'dreng', 'kommer', 'hjem', 'veganske', 'farmor', 'siger', 'slet', 'villet', 'spise', 'hele', 'dagen', 'uanset', 'tilbudt', 'spiser', 'tre', 'pølser']",da
50,2021-08-02 14:45:25,Rasmus Jarlov,"['yderst', 'selektiv', 'medaljestatistik', 'henblik', 'få', 'danmark', 'fremstå', 'så', 'godt', 'muligt', 'lande', 'new', 'zealand', 'kroatien', 'jamaica', 'bør', 'ignorere', 'tavshed', 'slags', 'oversigter']",da
51,2021-08-02 12:36:16,Rasmus Jarlov,"['lige', 'love', 'viktor', 'axelsen', 'antændt', 'vanvittig', 'god']",da
52,2021-08-02 06:52:18,Rasmus Jarlov,"['diskuteret', 'folketingets', 'arbejdsvilkår', 'sommer', 'relevant', 'spørgsmål', 'dukker', 'igen', 'igen', 'hvorfor', 'siger', 'bare', 'nej', 'svaret', 'overskriften', 'indlægget']",da
53,2021-08-01 14:49:46,Rasmus Jarlov,"['pseudoargumenter', 'holde', 'danske', 'befolkning', 'fortsat', 'restriktionsgreb', 'ellers', 'kan', 'opstå', 'nye', 'mutationer', 'tyndeste', 'danske', 'smittetal', 'ligegyldigt', 'risikoen', 'mutationer', 'milliarder', 'mennesker', 'afrika', 'asien', 'uvaccineret']",da
54,2021-08-01 09:20:30,Rasmus Jarlov,"['lad', 'forestille', 'covid', '19', 'eksisteret', 'opstod', 'sygdom', 'samme', 'farlighed', 'covid', '19', 'fleste', 'vaccineret', 'så', 'indføre', 'forsamlingsforbud', 'rejserestriktioner', 'testkrav', 'ruinere', 'virksomheder', 'restriktioner', 'gør']",da
55,2021-07-30 16:48:38,Rasmus Jarlov,"['fuld', 'plade', 'indbakke']",da
56,2021-07-29 23:23:19,Rasmus Jarlov,"['kun', 'boris', 'johnson', 'kan', 'slippe', 'afsted', 'hold', 'sjovt']",da
57,2021-07-29 17:27:55,Rasmus Jarlov,"['ret', 'sikker', 'flere', 'lytte', 'feministerne', 'reaktionsmønster', 'dyrkede', 'stolte', 'nogen', 'siger', 'imod']",da
58,2021-07-28 22:20:18,Rasmus Jarlov,"['ære', 'grethe', 'rostbølls', 'minde', 'dygtige', 'ministre', 'schlüterregeringerne', 'værdsat', 'vores', 'parti', 'efterfølgende', 'gør', 'ondt', 'høre', 'måtte', 'forlade', 'verden', 'tilsyneladende', 'hårdt', 'forløb']",da
59,2021-07-28 14:37:43,Rasmus Jarlov,"['to', 'klogeste', 'mennesker', 'følger', 'twitter', 'uenige', 'mest', 'kasparovs', 'hold', 'uden', 'argumentation', 'blot', 'bruger', 'kompleksitet', 'forsvar', 'andres', 'argumenter', 'oftest', 'omend', 'altid', 'fordi', 'løbet', 'tør', 'gode', 'argumenter']",da
60,2021-07-27 19:00:48,Rasmus Jarlov,"['volder', 'store', 'vanskeligheder', 's', 'forstå', 'forskellen', 'velfærd', 'frihed', 'begge', 'dele', 'goder', 'kan', 'sagtens', 'ene', 'uden', 'andet', 'problemet', 'manglende', 'forståelse', 'tale', 'værdien', 'frihed', 'derefter', 'tage']",da
61,2021-07-27 10:05:21,Rasmus Jarlov,"['normalt', 'år', 'kommer', 'buschauffører', 'bogstavelig', 'talt', 'slås', 'parkeringspladserne', 'ved', 'amalienborg', 'dag', 'kun', 'syv', 'gæstermin', 'første', 'tur', 'længe', 'dele', 'danmark', 'lider', 'stadig', 'stort', 'restriktionerne', 'selvom', 'fleste', 'tror', 'godt']",da
62,2021-07-26 20:11:22,Rasmus Jarlov,"['socialdemokratiet', 'gerne', 'ny', 'definition', 'frihed', 'synes', 'kan', 'bruge', 'så', 'tænkt', 'holde', 'fast', 'nuværende', 'definition', 'altså', 'frihed', 'først', 'fremmest', 'fraværet', 'tvang']",da
63,2021-07-26 07:37:14,Rasmus Jarlov,"['danske', 'medier', 'lidt', 'hele', 'verden', 'hylder', 'danmark', 'skeettriumf']",da
64,2021-07-23 14:28:38,Rasmus Jarlov,"['hvorfor', 'konstant', 'yde', 'blokeringsservice', 'type', 'folk', 'følge', 'så', 'lad', 'blokér', 'super', 'nemt', 'gratis', 'bedre', 'slags', 'klynk']",da
65,2021-07-23 10:18:38,Rasmus Jarlov,"['overhovedet', 'nogen', 'ved', 'hvorfor', 'stadig', 'coronarestriktioner', 'bruger', 'to', 'milliarder', 'kroner', 'måneden', 'tests']",da
66,2021-07-22 20:11:55,Rasmus Jarlov,"['kun', 'tre', 'verdensnyheder', 'indprintet', 'så', 'sind', 'stadig', 'kan', 'huske', 'præcis', 'fik', 'mordet', 'palme', 'world', 'trade', 'center', 'utøya', 'tanker', 'går', 'unge', 'socialdemokrater', 'døde', 'ved', 'forkastelige', 'ugerning']",da
67,2021-07-21 18:58:08,Rasmus Jarlov,"['linkedin', 'opslag', 'lige', 'skala', '1', '10']",da
68,2021-07-21 11:47:09,Rasmus Jarlov,"['feminister', 'så', 'ærgerligt', 'mænd', 'deltager', 'ligestillingsdebatten', 'mand', 'deltager', 'ligestillingsdebatten', 'feminister']",da
69,2021-07-20 10:08:20,Rasmus Jarlov,"['følge', 'vores', 'regering', 'længere', 'blot', 'overvågning', 'frihed', 'tvang']",da
70,2021-07-19 20:44:22,Rasmus Jarlov,"['ked', 'stillet', 'modsætning', 'aslans', 'fine', 'indspark', 'politikere', 'ude', 'politikerjobbet', 'hårdt', 'fuldstændig', 'enig', 'faktisk', 'helt', 'ligeglad', 'jobbet', 'hårdt', 'kan', 'bare', 'lave', 'andet', '13']",da
71,2021-07-19 09:28:42,Rasmus Jarlov,"['gik', 'lidt', 'rundt', 'før', 'interview', 'ved', 'godt', 'hvilke', 'billige', 'angreb', 'komme', 'bare', 'jarlov', 'ubegavet', 'sandheden', 'folketinget', 'nærmest', 'hver', 'dag', 'vedtager', 'love', 'politikerne', 'kun', 'forstår', 'overfladisk', 'problem']",da
72,2021-07-18 10:44:12,Rasmus Jarlov,"['debatten', 'arbejdsvilkårene', 'folketinget', 'kører', 'desværre', 'skævt', 'start', 'handler', 'synd', '179', 'gjorde', 'lille', 'samfundsproblem', 'fortjente', 'stor', 'offentlig', 'debat', 'handler', 'hastværk', 'giver', 'elendige', 'beslutninger']",da
73,2021-07-15 09:50:18,Rasmus Jarlov,"['søndags', 'fik', 'hele', 'woketwitter', 'ptsd', 'synes', 'europæiske', 'fodboldlandshold', 'optræde', 'blm', 'begejstret', 'socialisme', 'bwalya', 'sørensen', 'kan', 'godt', 'forstå', 'vred', 'holdning', 'voksne', 'mennesker', 'bør', 'støtte', 'blm']",da
74,2021-07-12 18:14:09,Rasmus Jarlov,"['aften', 'igen', 'blevet', 'belært', 'mand', 'syv', 'følgere', 'småligt', 'gang', 'mellem', 'blokerer', 'folk', 'aggressive', 'ubehagelige', 'twitter', 'aldrig', 'nødvendigt', 'eneste', 'forskel', 'derfor', 'nok', 'nærtagende']",da
75,2021-07-11 23:31:08,Rasmus Jarlov,"['nå', 'jarlov', 'nogen', 'skrevet', 'racistiske', 'kommentarer', 'rashford', 'så', 'kan', 'nok', 'forstå', 'blm', 'handler', 'politivold', 'racisme', 'grimt', 'udryddes', 'ændrer', 'blm', 'handler', 'politivold', 'usa', 'må', 'muligt', 'tale', 'imod', 'racisme', 'uden', 'lege', 'blm']",da
76,2021-07-11 19:23:53,Rasmus Jarlov,"['shawt', 'italienerne', 'englænderne', 'fortsætter', 'lige', 'så', 'godt', 'startet']",da
77,2021-07-11 19:05:39,Rasmus Jarlov,"['begge', 'hold', 'knæler', 'politivold', 'usa', 'gør', 'unægteligt', 'lidt', 'svært', 'holde', 'nogen']",da
78,2021-07-11 14:49:36,Rasmus Jarlov,"['tråd', 'hayat', 'faizi', 'dag', 'truet', 'stævne']",da
79,2021-07-11 10:26:44,Rasmus Jarlov,"['hadefulde', 'kommentarer', 'udbredte', 'benægtelse', 'faktum', 'danmark', 'tabte', 'bedre', 'hold', 'semifinalen', 'får', 'holde', 'england', 'finalen', 'holder', 'italien', 'båndene', 'england', 'stærkere', 'god', 'kamp']",da
80,2021-07-10 15:41:51,Rasmus Jarlov,"['malver', 'alvor', 'tabt', 'småkagerne']",da
81,2021-07-10 10:05:16,Rasmus Jarlov,"['regeringen', 'gør', 'virkelig', 'bedste', 'ødelægge', 'dansk', 'turisme', 'kan', 'hilse', 'sige', 'lykkes', 'fortsat', 'så', 'godt', 'ingen', 'turister', 'københavn', 'titusindvis', 'mennesker', 'betaler', 'høj', 'pris', 'idioti']",da
82,2021-07-09 21:19:16,Rasmus Jarlov,"['ugens', 'video', 'rasmus', 'malver', 'skrev', 'forleden', 'se', 'billede', 'søren', 'pape', 'truer', 'folk', 'retssager', 'søgsmål', 'aldrig', 'gjort', 'så', 'burde', 'diskussion', 'længere', 'malver', 'mener', 'gerne', 'må', 'skrive', 'truer', 'sagsøger', 'selvom', 'gør', '12']",da
83,2021-07-08 10:25:44,Rasmus Jarlov,"['vigtigere', 'optræde', 'værdighed', 'ære', 'vinde', 'fodboldturnering', 'danske', 'hold', 'derfor', 'vundet', 'em', 'heroiske', 'enestående', 'indsats', 'danskere', 'twitter', 'vinder', 'gengæld', 'tage', 'nederlag', 'mand', 'dag', 'hold']",da
84,2021-07-07 21:42:38,Rasmus Jarlov,"['fuldt', 'fortjent', 'danmark', 'udspillet', 'tillykke', 'england', 'tak', 'heroiske', 'danske', 'landshold', 'gøre', 'ære', 'moral', 'sammenhold', 'verdensklasse', 'hele', 'turneringen', 'kan', 'kun', 'stolte']",da
85,2021-07-07 20:55:50,Rasmus Jarlov,"['engelske', 'fa', 'betalt', 'dommeren', 'syv', 'minutters', 'tillægstid', 'kom', 'så', 'danmark', 'kom', 'så', 'danske', 'tilskuere', 'råb', 'fædrelandet']",da
86,2021-07-07 17:39:50,Rasmus Jarlov,"['vikinger', 'wembley', 'høre', 'hele', 'vejen', 'vesterhavet', 'råb', 'ti', 'så', 'vores', 'helte', 'kan', 'mærke']",da
87,2021-07-06 23:02:33,Rasmus Jarlov,"['hele', 'aftenen', 'forsøgt', 'få', 'person', 'forklare', 'hvordan', 'mener', 'udnyttet', 'immunitet', 'truet', 'folk', 'åbenbart', 'kan', 'skrive', 'helst', 'selvom', 'absolut', 'intet', 'belæg', 'sandhed', 'nødt', 'stoppe']",da
88,2021-07-06 20:01:47,Rasmus Jarlov,"['gerne', 'gratis', 'flybilletter', 'månen']",da
89,2021-07-06 09:19:37,Rasmus Jarlov,"['virkelig', 'godt', 'enige', 'flette', 'stedet', 'lave', 'én', 'lang', 'kø', 'højre', 'vejbane', 'derefter', 'blinke', 'aggressivt', 'fordi', 'nogen', 'langt', 'lys', 'modkørende', 'bane', 'bred', 'motorvej']",da
90,2021-07-04 08:47:58,Rasmus Jarlov,"['så', 'klar', 'fodbolden', 'kommer', 'hjem', 'england', 'trofæet', 'kommer', 'hjem', 'danmark']",da
91,2021-07-03 18:54:20,Rasmus Jarlov,"['fantastisk', 'pierre', 'emil', 'schmeichel', 'taler', 'stort', 'vise', 'betyder', 'dansker', 'få', 'hele', 'danmark', 'drømme', 'kæmpe', 'chefer']",da
92,2021-07-03 12:45:20,Rasmus Jarlov,"['smarte', 'nok', 'politiken', 'får', 'skrevet', 'mest', 'gakkede', 'radikale', 'indlæg', 'mfl', 'så', 'deler', 'fordi', 'forargede', 'hvilket', 'giver', 'besøgende', 'hjemmeside', 'genialt']",da
93,2021-07-03 10:03:30,Rasmus Jarlov,"['kører', 'lige', 'vedholdende', 'rygte', 'minister', 'kvindeligt', 'folketingsmedlem', 'chrborg', 'hørt', 'igen', 'igen', 'løgn', 'intet', 'faktuelt', 'understøtter', 'andet', 'rygter', 'folk', 'mener', 'reagere', 'alene', 'rygter', 'tage', 'sammen']",da
94,2021-07-02 17:35:49,Rasmus Jarlov,"['kan', 'aldrig', 'rødt', 'kort', 'suk']",da
95,2021-07-01 10:21:26,Rasmus Jarlov,"['eksisterer', 'allerede', 'tusindvis', 'varianter', 'langt', 'århundrede', 'nedlægge', 'erhverv', 'indføre', 'overforsigtige', 'frihedsindskrænkninger', 'hver', 'gang', 'socialdemokraterne', 'hører']",da
96,2021-06-29 21:43:20,Rasmus Jarlov,"['virkelig', 'flot', 'mål', 'sportsbhen', 'godt', 'droppet']",da
97,2021-06-29 21:06:10,Rasmus Jarlov,"['fint', 'fået', 'wokeismen', 'dermed', 'begreb', 'træls', 'kopiering', 'amerikanske', 'modebølger', 'had', 'egen', 'kultur', 'historie', 'selvfedme', 'aggressioner', 'overfor', 'andres', 'synspunkter']",da
98,2021-06-28 22:45:40,Rasmus Jarlov,"['året', '2025', 'fundet', 'gamma', '745variant', 'danmark', 'aviserne', 'rydder', 'derfor', 'forsiden', 'allan', 'randrup', 'alvor', 'bekymret']",da
99,2021-06-28 20:57:33,Rasmus Jarlov,"['selvom', 'reelt', 'samme', 'kamp', 'viser', 'igen', 'ingen', 'grund', 'klage', 'godt', 'nok', 'underholdende', 'gal', 'målorgier']",da
100,2021-06-28 09:14:06,Rasmus Jarlov,"['sen', 'påpege', 'hovedstadsområdet', 'glemt', 'gør', 'trafikaftalen', 'vores', 'motorveje', 'opgraderes', 'ønsket', 'jylland', 'får', 'flere', 'motorveje', 'fordi', 'ønsker', 'gør', 'bare', 'gerne', 'mere', 'kapacitet', 'eksisterende']",da
101,2021-06-27 17:55:37,Rasmus Jarlov,"['gud', 'danmark', 'slutrunde', 'får', 'nr', '40', 'stedet', 'nr', '16', 'verdensranglisten', 'favoritter', 'næste', 'runde', 'fantastisk', 'sommer']",da
102,2021-06-27 11:25:57,Rasmus Jarlov,"['undrede', 'manglede', 'spillere', 'gang', 'skjult', 'besked']",da
103,2021-06-26 20:55:45,Rasmus Jarlov,"['tid', 'oprør', 'patriotisk', 'gerning', 'ignorere', 'råd', 'fædrelandet', 'brug', 'mand', 'kom', 'så', 'danmark']",da
104,2021-06-25 16:41:40,Rasmus Jarlov,"['trist', 'træls', 'dag', 'danske', 'motorveje', 'sad', 'formiddags', 'kæmpe', 'kø', 'ved', 'først', 'væltet', 'lastbil', 'senere', 'sammenkrøllet', 'varevogn', 'e20', 'ved', 'sorø', 'vej', 'tilbage', 'eftermiddag', 'endnu', 'uheld', 'e20', 'andet', 'uheld', 'amagermotorvejen', 'virkelig', 'træls', 'dag', 'pas']",da
105,2021-06-24 09:36:51,Rasmus Jarlov,"['omgangskreds', 'konservative', 'politiske', 'markeringer', 'politiske', 'enige', 'godt']",da
106,2021-06-21 21:00:39,Rasmus Jarlov,"['jaaaaahhhhhh', 'flot', 'smukt', 'stærkt', 'rørende', 'danmark', 'eksploderer', 'glæde']",da
107,2021-06-21 20:19:49,Rasmus Jarlov,"['russiske', 'jesper', 'olsen']",da
108,2021-06-21 14:40:48,Rasmus Jarlov,"['tillykke', 'nationaldagen', 'verdens', 'smukkeste', 'land', 'selvstændigt', 'folk', 'fordele', 'ved', 'rigsfællesskabet', 'intet', 'vinde', 'ved', 'forlade']",da
109,2021-06-21 13:53:37,Rasmus Jarlov,"['rød', 'blok', 'socialdemokratiet', 'står', 'lavere', 'længe', 'kritiske', 'sans', 'så', 'småt', 'vej', 'tilbage', 'krisestemningen', 'ved', 'ovre']",da
110,2021-06-20 17:34:58,Rasmus Jarlov,"['ofte', 'scorer', 'fodboldspillere', 'typisk', '100', 'chance']",da
111,2021-06-19 08:40:07,Rasmus Jarlov,"['kæmpe', 'mener', 'så', 'må', 'folk', 'bakke', 'lade']",da
112,2021-06-18 11:02:52,Rasmus Jarlov,"['første', 'gang', 'jakobellemann', 'moden', 'to', 'modeller', 'mr', 'jardex']",da
113,2021-06-17 21:36:15,Rasmus Jarlov,"['belgien', 'klassemandskab', 'måde', 'vist', 'indlevelse', 'christian', 'eriksens', 'danmarks', 'situation', 'synes', 'burde', 'klappe', 'stedet', 'buhe', 'parken']",da
114,2021-06-14 13:23:50,Rasmus Jarlov,"['prøv', 'lægge', 'mørke', 'hvilken', 'side', 'politiske', 'spektrum', 'respekterer', 'danske', 'model', 'lader', 'arbejdsmarkedet', 'parter', 'forhandle', 'løn', 'hvilken', 'side', 'igen', 'igen', 'gør', 'kamp', 'politikere', 'venstrefløjen', 'må', 'inderligt', 'hade', 'danske', 'model']",da
