,Date,Name,Tweet Processed,Language
58,2020-02-29 07:27:54,Ida Auken,"['klimaet', 'kan', 'vente', 'længere', 'derfor', 'glæder', 'fik', 'røget', 'regeringen', 'busken', 'store', 'beslutninger', 'bør', 'først', 'grøn', 'skattereform', 'co2afgift', 'offentlige', 'indkøb', 'gøres', 'grønne']",da
59,2020-02-26 18:20:18,Ida Auken,"['klimaet', 'kan', 'vente', 'mulige', 'dagsordener', 'skubber', 'foran', 'klimavalg', 'derfor', 'klimaet', 'første', 'prioritet', 'regering', 'radikale', 'støtter']",da
60,2020-02-23 19:48:03,Ida Auken,"['må', 'stoppet', 'yderligere', 'investeringer', 'biomasse', 'brænde', 'ting', 'slet', 'træ', 'amazonas']",da
61,2020-02-22 22:56:08,Ida Auken,"['maybe', 'you', 'would', 'agree', 'with', 'me', 'after', 'your', 'visit', 'to', 'denmark', 'mikegrunwald']",en
62,2020-02-22 16:57:21,Ida Auken,"['opfordret', 'skrive', 'washington', 'post', 'danmark', 'endnu', 'engang', 'spiller', 'central', 'rolle', 'amerikanske', 'valgkamp', 'læs', '#dkpol']",da
63,2020-02-22 15:35:28,Ida Auken,"['lad', 'få', 'grøn', 'skattereform', 'simpleste', 'billigste', 'vej', 'nå', 'klimamålet', 'kan', 'gøres', 'uden', 'skabe', 'social', 'ulighed', 'tænker', 'dyrt', 'forurene', 'billigere', 'handle', 'grønt']",da
64,2020-02-20 09:21:18,Ida Auken,"['så', 'uddanelsesloftet', 'væk', 'hurra', 'mennesker', 'selvfølgelig', 'uddanne', 'gennem', 'hele', 'livet', 'unge', 'vælge', 'lære', 'nyt', 'mest', 'meningsløse', 'politiske', 'bespænd', 'stemt', 'væk']",da
65,2020-02-19 21:33:22,Ida Auken,"['glæder', 'udvalgsmødet', 'morgen', 'tænk', 'første', 'gang', 'stemme', 'borgerforslag', 'igennem', 'fin', 'måde', 'anerkende', 'store', 'arbejde', '92gruppen', 'dengroennestud', 'fridays', '4future', 'mfl', '#dkpol', '#dkgreen']",da
66,2020-02-19 21:15:30,Ida Auken,"['gad', 'vide', 'hvem', 'darwin', 'egentlig', 'sendt', 'først', 'evige', 'jagtmarker', 'overhovedet', 'nedlade', 'så', 'dumt', '#dkpol', 'ps', 'khegaard', 'mest', 'hæderlige', 'kloge', 'mennesker', 'endnu', 'mødt', 'nogen', 'tvivl']",da
67,2020-02-17 11:49:40,Ida Auken,"['lad', 'narre', 'olie', 'gasindustriens', 'lobbyisme', 'kan', 'hurtigt', 'dyrt', 'bekendtskab']",da
68,2020-02-14 08:23:33,Ida Auken,"['så', 'olie', 'gasbranchen', 'banen', 'egen', 'rapport', 'forsvar', 'olien', 'heldigvis', 'weekendavisen', 'talt', 'økonomiske', 'vismand', 'lars', 'gaarn', 'forskningens', 'side', 'både', 'betvivler', 'økonomiske', 'klimamæssige', 'forudsætninger', 'beregningerne', '#dkpol', '#dkgreen']",da
69,2020-02-11 11:23:07,Ida Auken,"['yes', 'we', 'try', 'to', 'listen', 'to', 'facts', 'and', 'important', 'perspectives', 'from', 'both', 'sides', 'as', 'chairman', 'of', 'the', 'climate', 'and', 'energy', 'comittee', 'this', 'reporting', 'makes', 'me', 'proud', 'of', 'our', 'hearing', 'of', 'my', 'colleagues', 'and', 'of', 'the', 'danish', 'democracy', '#climate', '#dkpol', '#dkgreen']",en
70,2020-02-07 17:37:07,Ida Auken,"['danmarks', 'svar', 'six', 'pistols']",da
71,2020-02-07 15:35:40,Ida Auken,"['thanks', 'meeting', 'with', 'us', 'remember', 'the', 'north', 'see', 'can', 'produce', 'renewable', 'electricity', 'to', 'much', 'of', 'europe', 'a', 'low', 'price', '#wind', '#dkpol', '#dkgreen']",en
72,2020-02-07 13:13:54,Ida Auken,"['surprise', 'vent', 'sjovt', 'nok', 'kan', 'fifle', 'papiret', 'går', 'bare', 'naturen', 'første', 'resultat', 'tidligere', 'regerings', 'kreative', 'bogføring', 'landbrugspakken', '#gyllegate']",da
73,2020-02-04 07:46:59,Ida Auken,"['vild', 'nye', 'kapløb', 'mellem', 'danskerhverv', 'danskindustri', 'mest', 'progressiv', '#dkpol']",da
74,2020-02-02 20:33:19,Ida Auken,"['takker', 'rosen', 'konstaterer', 'mrmesserschmidt', 'eneste', 'nyomvendte', 'grønne', 'parti', 'danskdf', '1995']",da
75,2020-02-02 20:31:14,Ida Auken,"['inden', 'længe', 'tror', 'hele', 'borgerlige', 'danmark', 'kræver', 'sorenpind', 'tilbage', 'så', 'kan', 'tænkt', 'nye', 'politiske', 'tanker', 'side', 'midten', '#dkpol']",da
76,2020-02-01 19:05:36,Ida Auken,"['tillykke', 'valget', 'josephinefock', 'ser', 'frem', 'forsat', 'grønt', 'samarbejde', 'alternativet', '_', '#dkpol', '#dkgreen']",da
77,2020-02-01 07:36:13,Ida Auken,"['utroligt', 'rørt', 'stolt', 'modtage', 'prisen', 'årets', 'plantevenlige', 'politiker', 'plantevaekst', '#plantepriserne']",da
78,2020-01-28 21:51:27,Ida Auken,"['glad', 'opbakning', 'vores', 'forslag', 'grøn', 'skattereform', 'dyrt', 'leve', 'producere', 'sort', 'billigt', 'finde', 'grønne', 'løsninger']",da
79,2020-01-27 20:55:52,Ida Auken,"['lad', 'tage', 'skarpeste', 'kniv', 'skuffen', 'brug', 'afgift', 'co2forurening', 'se', 'sker', 'tyskland', 'vildt', 'nok', '#dkpol', '#dkgreen']",da
80,2020-01-23 20:36:01,Ida Auken,"['virker', 'måske', 'lidt', 'præmaturt', 'lars', 'rebien', 'eftersom', 'regeringen', 'endnu', 'fremlagt', 'klimaplan', 'afgifterne', 'enige', 'kan', 'sagtens', 'nå', 'komme', '#dkpol', '#dkgreen', 'danjoergensen']",da
81,2020-01-22 20:40:36,Ida Auken,"['grunden', 'klimatold', 'eu', 'gerne', '#carbonfeeanddividend']",da
82,2020-01-22 14:02:38,Ida Auken,"['får', 'undskyldning', 'lbmathiesen', 'jeres', 'video', 'falske', 'påstande', 'klimaet', 'pillet', 'hinanden']",da
83,2020-01-22 13:58:39,Ida Auken,"['excited', 'to', 'be', 'featured', 'in', 'apoliticalcos', 'climate', 'innovation', '10', 'days', '100', 'ideas', 'sign', 'up', 'now', 'and', 'get', '100', 'climate', 'policy', 'ideas', 'to', 'take', 'with', 'you', 'into', 'the', 'next', 'decade', 'featuring', 'articles', 'quizzes', 'case', 'studies', 'influential', 'people', 'to', 'follow', 'and', 'more']",en
84,2020-01-21 16:55:43,Ida Auken,"['hrrhhhmm', 'ligefrem', 'fordi', 'god', 'tid', '#dkpol', '#dkgreen']",da
85,2020-01-20 23:17:02,Ida Auken,"['så', 'tæt', 'dømt', 'nøl', 'klimakampen']",da
86,2020-01-19 21:01:26,Ida Auken,"['kan', 'sige', 'andet', 'kina', 'rykker', 'så', 'gør', 'alvor', 'god', 'nyhed']",da
87,2020-01-17 15:47:52,Ida Auken,"['klimanørdealarm', 'tænker', 'co2fangst', 'god', 'idé', 'så', 'læs']",da
88,2020-01-17 14:44:24,Ida Auken,"['sker', 'ender', 'parodi', '#dkpol']",da
89,2020-01-17 14:43:18,Ida Auken,"['kvinder', 'hverken', 'tæsk', 'holdes', 'fanget', 'ufrivillige', 'ægteskaber', 'ske', 'danmark', 'år', '2020', 'læs', 'klumme', 'berlingske']",da
90,2020-01-16 18:27:39,Ida Auken,"['kan', 'få', 'sammenhæng', 'gælder', 'andre', 'siger', 'erhvervsministeren', 'ønske', 'eib', 'stopper', 'finansiere', 'energiprojekter', 'knyttet', 'fossile', 'brændsler', 'hurtigst', 'muligt', 'hvorfor', 'overvejer', 'så', 'hælde', 'flere', 'penge', 'olieinvesteringer', '#dkpol', '#dkgreen']",da
91,2020-01-16 18:16:45,Ida Auken,"['bare', 'nej', 'hive', 'mere', 'olie', 'nordsøen']",da
92,2020-01-15 21:44:02,Ida Auken,"['47000', 'milliarder', 'kroner', 'drejer', 'snuden', 'klimainvesteringer', 'immervæk', 'slat', 'penge', 'dagens', 'gode', 'nyhed']",da
93,2020-01-11 19:01:02,Ida Auken,"['happy', 'you', 'liked', 'my', 'video', 'mrmichaelspicer', 'just', 'cut', 'him', 'down', 'to', 'size']",en
94,2020-01-11 18:57:58,Ida Auken,"['would', 'be', 'great', 'but', 'already', 'promised', 'to', 'hang', 'out', 'with', 'another', 'part', 'of', 'dr', 'this', 'marathon', 'song', 'event']",en
95,2020-01-11 11:00:32,Ida Auken,"['kan', 'sige', 'lavede', 'klaus', 'rothstein', 'gik', 'mineret', 'område', 'sutsko']",da
96,2020-01-06 10:20:08,Ida Auken,"['mega', 'god', 'stil', 'tak', 'jakobellemann']",no
97,2020-01-05 09:45:06,Ida Auken,"['marie', 'krarup', 'rv', 'nytårsstævne', 'radikale', 'gymnasielærere', 'forskel', 'dannelse', 'hjernevaske', 'folk', 'så', 'debatten', 'ligesom', 'gang', '#dkpol', 'mariekrarup']",da
98,2020-01-05 09:02:28,Ida Auken,"['længe', 'forsøgt', 'gøre', 'opmærksom', 'geniale', 'ved', 'bygge', 'træ', 'klimamæssigt', 'træ', 'langt', 'bedre', 'andre', 'byggematerialer', 'holdbart', 'flot', 'bravo', 'kaaredybvad', 'bakker', '#dkpol', '#dkgreen']",da
99,2019-12-23 21:08:37,Ida Auken,"['since', 'realdonaldtrump', 'so', 'honestly', 'admits', 'that', 'he', 'doesnt', 'understand', 'wind', 'will', 'do', 'him', 'a', 'favor', 'and', 'explain', 'again', 'what', 'a', 'great', 'deal', 'wind', 'energy', 'is']",en
100,2019-12-23 16:11:22,Ida Auken,"['should', 'be', 'possible', 'to', 'run', 'a', 'whole', 'thermal', 'power', 'plant', 'on', 'all', 'the', 'hot', 'air', 'coming', 'out', 'here']",en
101,2019-12-21 08:50:05,Ida Auken,"['gør', 'rasende', 'helt', 'sjæl', 'fossilindutriens', 'uansvarlighed', 'uden', 'ende']",da
102,2019-12-19 14:20:07,Ida Auken,"['the', 'beauty', 'of', 'this', 'tweet']",en
103,2019-12-18 08:27:38,Ida Auken,"['dont', 'the', 'answer', 'do', 'you', '#climate', '#twitterhjerne', '#dkgreen', '#dkpol']",en
104,2019-12-15 19:23:15,Ida Auken,"['klimapolitik', 'handler', 'sikkerhed', 'læs']",da
105,2019-12-14 10:11:56,Ida Auken,"['this', 'is', 'how', 'will', 'remember', 'corbyn', 'overshadowed', 'by', 'a', 'with', 'a', 'silly', 'hat', '#brexitelection']",en
106,2019-12-13 16:32:19,Ida Auken,"['klimatosser', 'lande', 'foren', '#åretsord', '#dkpol', '#dkgreen']",da
107,2019-12-13 10:24:04,Ida Auken,"['interesting', 'and', 'inspiring', 'vision', 'from', 'dwallerstein', 'glad', 'to', 'see', 'tech', 'giants', 'starting', 'to', 'think', 'about', 'how', 'to', 'create', 'a', 'sustainable', 'future']",en
108,2019-12-12 08:01:45,Ida Auken,"['bennyengelbrech', 'præcis', 'vores', 'forslag', 'lad', 'få', 'lavet', '#dkpol', '#dkgreen', 'radikale']",da
109,2019-12-06 20:47:10,Ida Auken,"['klimalov', 'landet', 'endelig', 'danmarks', 'første', 'klimavalg', 'får', 'ambitiøs', 'klimalov', '13']",da
110,2019-12-05 10:33:03,Ida Auken,"['regeringen', 'synes', 'grønne', 'omstilling', 'må', 'koste', 'nå', 'budskabet', 'virksomhederne', 'formanden', 'folketingets', 'klimaudvalg', 'ja', 'klart', 'kom', 'bare', 'forslag', 'kosterudgifter', 'klima', 'investeringer', '#dkpol', '#dkgreen']",da
111,2019-12-03 14:14:18,Ida Auken,"['kloge', 'unge', 'mennesker', 'kan', 'se', 'farerne', 'ved', 'kende', 'nok', 'digitale', 'verden', 'ønsker', 'digitalt', 'kørekort', 'tænker', 'fag', 'informatik', 'teknologiforståelse', 'skoleskemaet', 'hurtigst', 'muligt']",da
112,2019-12-03 12:29:20,Ida Auken,"['radikale', 'står', 'helt', 'bag', 'tekst', 'derfor', 'dejligt', 'sidste', 'timers', 'finanslovskamp', 'medførte', 'fik', 'nye', 'penge', 'klimabistanden', 'selvom', 'del', 'mente', 'opgive', 'kampen', '#klimalov', '#dkpol', '#dkgreen', '#klima']",da
113,2019-12-02 21:12:11,Ida Auken,"['ny', 'retning', 'danmark', 'kan', 'knap', 'få', 'armene', '#dkpol', '#dkgreen', 'synes', 'bedst', 'ved', 'finansloven']",da
114,2019-12-02 21:07:44,Ida Auken,"['så', 'får', 'vores', 'skovfond', 'hurra', '#dkpol', '#dkgreen']",da
115,2019-12-02 20:54:25,Ida Auken,"['tak', 'grønt', 'samarbejde', 'nwammen', 'piaolsen', 'pskipperel', 'uffeelbaek', 'godt', 'sammen', 'kan', 'give', 'første', 'svar', 'borgernes', 'klimakrav', '#dkpol', '#dkgreen', '#finanslov']",da
116,2019-12-02 20:45:14,Ida Auken,"['tak', 'oestergaard', 'kæmpet', 'holdt', 'fast', 'grønne', 'område', 'betaler', 'mega', 'stædig', 'begyndte', 'lå', 'nærmest', 'intet', 'klima', '2', 'mia', 'vores', 'prioriteter', 'vindø', 'elbiler', 'skovrejsning', 'udtagning', 'landbrugsjord', '#dkpol', '#dkgreen']",da
117,2019-12-02 20:13:25,Ida Auken,"['utroligt', 'spændt', 'finansloven', 'virkeligt', 'kæmpet', 'få', 'grønne', 'ambitioner', 'hævet', 'klimaet', 'kan', 'lige', 'vente', 'år', 'to', 'grønne', 'håb', 'handling', '#dkpol', '#dkgreen', '#klima', '#fl2019', '#finanslov']",da
118,2019-12-02 14:13:57,Ida Auken,"['spændende', 'anbefalinger', 'finans', 'danmarks', 'forum', 'bæredygtig', 'finansiering', 'vigtigt', 'led', 'omstillingen', '#dkpol', '#dkgreen']",da
119,2019-12-02 12:01:09,Ida Auken,"['klimarådet', 'tydeligt', 'vist', 'flyafgift', 'rammer', 'rigeste', 'mest', 'flyver', 'mest', 'alligevel', 'partier', 'venstrefløjen', 'kæmper', 'imod', 'flyafgift', 'begrundelsen', 'social', 'retfærdighed', 'synes', 'tager', 'fejl', 'synes', '#dkpol', '#dkgreen']",da
120,2019-11-30 18:38:26,Ida Auken,"['præcis', 'sofiecarsten', 'grønneste', 'finanslov', 'nogensinde', 'lad', 'gribe', 'chancen', 'lægge', 'afgift', 'fly', 'godt', 'klimaet', 'kan', 'finansiere', 'skovrejsning', 'grønne', 'flybrændstoffer', 'komme', 'igang', 'enhedslisten', 'spolitik', 'sf', '#dkpol', '#fl20']",da
